DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15,TurbID
1/1/2022 14:45:00,5.5,23816.0,97,-1.3,28,862,1.2,38751.0,,19
1/1/2022 15:00:00,5.5,22088.0,98,-1.1,27,862,1.2,39239.0,,19
1/1/2022 15:15:00,5.3,20513.0,100,-1.0,27,862,1.1,39721.0,,19
1/1/2022 15:30:00,5.2,19092.0,101,-1.0,27,862,1.1,39987.0,,19
1/1/2022 15:45:00,5.0,17670.0,103,-0.9,27,862,1.3,40296.0,,19
1/1/2022 16:00:00,4.9,16249.0,104,-0.9,27,862,1.2,40559.0,,19
1/1/2022 16:15:00,4.9,15413.0,105,-1.0,27,862,1.6,40906.0,,19
1/1/2022 16:30:00,4.8,15163.0,107,-1.1,27,862,1.6,40646.0,,19
1/1/2022 16:45:00,4.7,14914.0,108,-1.3,28,862,1.8,3256.0,,19
1/1/2022 17:00:00,4.7,14664.0,110,-1.4,28,862,1.7,41566.0,,19
1/1/2022 17:15:00,4.8,15186.0,110,-1.7,29,862,1.8,42090.0,,19
1/1/2022 17:30:00,5.0,16481.0,109,-2.1,30,862,1.9,42410.0,,19
1/1/2022 17:45:00,5.2,17775.0,108,-2.4,31,862,1.9,42458.0,,19
1/1/2022 18:00:00,5.3,19070.0,107,-2.8,32,862,1.7,42427.0,,19
1/1/2022 18:15:00,5.5,20415.0,107,-3.1,32,862,1.9,42557.0,,19
1/1/2022 18:30:00,5.6,21810.0,106,-3.4,33,862,1.8,2654.0,,19
1/1/2022 18:45:00,5.8,23205.0,104,-3.7,34,862,1.4,745.0,,19
1/1/2022 19:00:00,5.8,24600.0,103,-4.0,35,862,1.3,460.0,,19
1/1/2022 19:15:00,6.0,25498.0,101,-4.2,36,862,1.6,404.0,,19
1/1/2022 19:30:00,6.1,25899.0,99,-4.5,37,862,1.6,211.0,,19
1/1/2022 19:45:00,6.2,26299.0,98,-4.8,38,863,1.7,-9.0,,19
1/1/2022 20:00:00,6.3,26700.0,97,-5.1,39,863,1.9,101.0,,19
1/1/2022 20:15:00,6.3,26786.0,95,-5.4,39,863,1.9,1398.0,,19
1/1/2022 20:30:00,6.3,26559.0,95,-5.6,40,863,1.6,1366.0,,19
1/1/2022 20:45:00,6.3,26332.0,94,-5.9,40,862,1.9,2200.0,,19
1/1/2022 21:00:00,6.3,26105.0,93,-6.1,41,862,1.8,2011.0,,19
1/1/2022 21:15:00,6.3,25601.0,92,-6.3,41,862,1.5,1013.0,,19
1/1/2022 21:30:00,6.2,24822.0,91,-6.5,42,862,1.8,489.0,,19
1/1/2022 21:45:00,6.2,24043.0,90,-6.6,42,862,2.1,540.0,,19
1/1/2022 22:00:00,6.1,23264.0,90,-6.8,43,862,1.8,137.0,,19
1/1/2022 22:15:00,6.1,22497.0,90,-7.0,43,862,2.0,442.0,,19
1/1/2022 22:30:00,6.1,21744.0,90,-7.2,44,862,1.6,113.0,,19
1/1/2022 22:45:00,6.0,20991.0,90,-7.4,45,862,1.5,9.0,,19
1/1/2022 23:00:00,6.0,20238.0,90,-7.6,46,862,1.2,-4.0,,19
1/1/2022 23:15:00,6.0,19366.0,90,-7.8,46,862,1.1,0.0,,19
1/1/2022 23:30:00,5.9,18375.0,91,-8.0,46,862,0.9,0.0,,19
1/1/2022 23:45:00,5.9,17385.0,91,-8.1,47,861,0.8,0.0,,19
2/1/2022 00:00:00,1.2,1590.0,90,-8.0,47,862,1.0,0.0,,19
2/1/2022 00:15:00,0.8,1335.0,90,-8.0,47,862,1.4,0.0,,19
2/1/2022 00:30:00,0.5,1092.0,90,-7.9,47,862,1.1,0.0,,19
2/1/2022 00:45:00,0.1,849.0,90,-7.9,46,862,1.1,0.0,,19
2/1/2022 01:00:00,0.1,606.0,270,-7.8,46,862,1.5,0.0,,19
2/1/2022 01:15:00,0.5,501.0,270,-7.8,46,862,1.9,0.0,,19
2/1/2022 01:30:00,0.8,534.0,263,-7.9,47,862,2.0,0.0,,19
2/1/2022 01:45:00,1.1,568.0,260,-8.0,47,862,1.9,0.0,,19
2/1/2022 02:00:00,1.4,601.0,258,-8.1,48,862,1.7,0.0,,19
2/1/2022 02:15:00,1.8,623.0,257,-8.5,49,862,1.6,0.0,,19
2/1/2022 02:30:00,2.2,633.0,257,-9.0,51,862,1.9,0.0,,19
2/1/2022 02:45:00,2.5,642.0,256,-9.6,54,862,1.8,0.0,,19
2/1/2022 03:00:00,2.8,652.0,255,-10.1,56,862,1.9,0.0,,19
2/1/2022 03:15:00,3.0,664.0,255,-10.6,58,862,2.1,0.0,,19
2/1/2022 03:30:00,3.2,677.0,256,-11.0,60,862,1.9,44.0,,19
2/1/2022 03:45:00,3.3,690.0,254,-11.4,61,862,1.8,57.0,,19
2/1/2022 04:00:00,3.5,703.0,255,-11.8,63,862,1.7,59.0,,19
2/1/2022 04:15:00,3.6,713.0,257,-12.1,64,862,1.5,0.0,,19
2/1/2022 04:30:00,3.6,718.0,262,-12.4,65,862,1.8,0.0,,19
2/1/2022 04:45:00,3.6,723.0,265,-12.7,65,862,1.7,0.0,,19
2/1/2022 05:00:00,3.7,728.0,270,-13.0,66,862,1.5,0.0,,19
2/1/2022 05:15:00,3.7,747.0,272,-13.3,66,862,2.0,5.0,,19
2/1/2022 05:30:00,3.6,778.0,275,-13.4,66,862,2.1,70.0,,19
2/1/2022 05:45:00,3.5,809.0,278,-13.5,66,862,2.4,284.0,,19
2/1/2022 06:00:00,3.5,840.0,282,-13.6,66,862,2.1,645.0,,19
2/1/2022 06:15:00,3.4,881.0,285,-13.7,66,862,2.0,344.0,,19
2/1/2022 06:30:00,3.4,930.0,287,-13.8,66,862,1.8,171.0,,19
2/1/2022 06:45:00,3.4,980.0,289,-13.9,66,862,1.7,69.0,,19
2/1/2022 07:00:00,3.4,1029.0,291,-14.0,66,862,1.6,93.0,,19
2/1/2022 07:15:00,3.5,938.0,292,-14.1,66,862,1.6,122.0,,19
2/1/2022 07:30:00,3.5,707.0,292,-14.2,66,862,1.5,97.0,,19
2/1/2022 07:45:00,3.5,476.0,292,-14.3,65,862,1.7,137.0,,19
2/1/2022 08:00:00,3.5,245.0,292,-14.4,65,862,1.7,113.0,,19
2/1/2022 08:15:00,3.5,127.0,292,-14.5,65,862,1.5,5.0,,19
2/1/2022 08:30:00,3.5,123.0,292,-14.6,65,862,1.5,3.0,,19
2/1/2022 08:45:00,3.3,118.0,291,-14.7,66,862,1.5,69.0,,19
2/1/2022 09:00:00,3.3,114.0,291,-14.8,66,862,1.7,208.0,,19
2/1/2022 09:15:00,3.2,139.0,292,-14.7,65,862,1.8,425.0,,19
2/1/2022 09:30:00,3.0,193.0,293,-14.3,64,862,1.6,348.0,,19
2/1/2022 09:45:00,2.9,247.0,292,-14.0,63,862,1.5,244.0,,19
2/1/2022 10:00:00,2.7,301.0,294,-13.6,62,862,1.4,-20.0,,19
2/1/2022 10:15:00,2.5,367.0,296,-13.0,59,862,1.4,-5.0,,19
2/1/2022 10:30:00,2.5,445.0,297,-12.2,56,862,1.2,0.0,,19
2/1/2022 10:45:00,2.3,523.0,295,-11.3,53,862,1.2,0.0,,19
2/1/2022 11:00:00,2.2,601.0,297,-10.5,50,862,1.1,0.0,,19
2/1/2022 11:15:00,2.1,723.0,298,-9.7,47,862,1.0,0.0,,19
2/1/2022 11:30:00,2.0,890.0,297,-8.9,44,862,0.9,0.0,,19
2/1/2022 11:45:00,1.9,1056.0,298,-8.0,42,862,0.8,0.0,,19
2/1/2022 12:00:00,1.8,1223.0,297,-7.2,39,862,0.9,0.0,,19
2/1/2022 12:15:00,1.7,1389.0,295,-6.6,37,862,0.8,0.0,,19
2/1/2022 12:30:00,1.5,1554.0,290,-6.1,36,862,0.7,0.0,,19
2/1/2022 12:45:00,1.3,1719.0,279,-5.6,35,861,0.7,0.0,,19
2/1/2022 13:00:00,1.2,1884.0,270,-5.1,34,861,0.7,0.0,,19
2/1/2022 13:15:00,1.2,2273.0,265,-4.7,33,861,1.0,0.0,,19
2/1/2022 13:30:00,1.4,2886.0,253,-4.3,32,861,1.1,0.0,,19
2/1/2022 13:45:00,1.6,3499.0,248,-3.8,31,860,1.2,0.0,,19
2/1/2022 14:00:00,1.8,4112.0,241,-3.4,30,860,1.4,0.0,,19
2/1/2022 14:15:00,2.1,4682.0,239,-3.1,30,860,1.6,0.0,,19
2/1/2022 14:30:00,2.3,5209.0,236,-2.8,29,860,1.7,0.0,,19
2/1/2022 14:45:00,2.4,5736.0,235,-2.5,29,860,1.9,52.0,,19
2/1/2022 15:00:00,2.6,6263.0,233,-2.2,28,860,1.8,61.0,,19
2/1/2022 15:15:00,2.8,6672.0,231,-2.0,28,860,1.8,41.0,,19
2/1/2022 15:30:00,3.0,6962.0,230,-1.9,28,860,2.0,109.0,,19
2/1/2022 15:45:00,3.1,7252.0,230,-1.8,27,860,2.1,462.0,,19
2/1/2022 16:00:00,3.3,7542.0,230,-1.7,27,860,2.2,806.0,,19
2/1/2022 16:15:00,3.3,7748.0,229,-1.6,27,860,2.3,982.0,,19
2/1/2022 16:30:00,3.4,7870.0,230,-1.7,27,860,2.1,956.0,,19
2/1/2022 16:45:00,3.3,7991.0,231,-1.8,28,860,2.1,1035.0,,19
2/1/2022 17:00:00,3.4,8113.0,232,-1.9,28,860,2.1,1002.0,,19
2/1/2022 17:15:00,3.4,8029.0,232,-2.1,29,860,1.9,702.0,,19
2/1/2022 17:30:00,3.4,7739.0,234,-2.5,30,860,1.9,592.0,,19
2/1/2022 17:45:00,3.4,7449.0,236,-3.0,31,861,2.3,1056.0,,19
2/1/2022 18:00:00,3.4,7159.0,238,-3.4,32,861,2.4,1987.0,,19
2/1/2022 18:15:00,3.3,6773.0,241,-3.9,33,861,2.4,3004.0,,19
2/1/2022 18:30:00,3.2,6292.0,244,-4.4,34,861,2.4,3960.0,,19
2/1/2022 18:45:00,3.2,5811.0,248,-4.9,35,861,2.7,6419.0,,19
2/1/2022 19:00:00,3.2,5330.0,252,-5.4,36,861,2.3,4164.0,,19
2/1/2022 19:15:00,3.1,4873.0,255,-5.8,37,861,1.9,1847.0,,19
2/1/2022 19:30:00,3.0,4440.0,261,-6.0,38,861,1.8,593.0,,19
2/1/2022 19:45:00,3.1,4007.0,266,-6.3,39,862,1.8,731.0,,19
2/1/2022 20:00:00,3.1,3574.0,270,-6.5,40,862,1.9,825.0,,19
2/1/2022 20:15:00,3.0,3459.0,276,-6.6,40,862,1.5,-72.0,,19
2/1/2022 20:30:00,2.9,3661.0,284,-6.7,41,862,1.5,-39.0,,19
2/1/2022 20:45:00,2.7,3862.0,294,-6.8,41,862,1.5,-1.0,,19
2/1/2022 21:00:00,2.7,4064.0,303,-6.9,42,862,1.6,18.0,,19
2/1/2022 21:15:00,2.7,4069.0,309,-7.1,42,862,1.7,-4.0,,19
2/1/2022 21:30:00,2.7,3878.0,312,-7.3,43,862,1.6,0.0,,19
2/1/2022 21:45:00,2.5,3687.0,315,-7.5,44,862,1.4,0.0,,19
2/1/2022 22:00:00,2.5,3496.0,318,-7.7,45,862,1.3,0.0,,19
2/1/2022 22:15:00,2.3,3164.0,317,-7.9,45,862,1.5,0.0,,19
2/1/2022 22:30:00,2.1,2693.0,313,-8.1,46,862,2.0,57.0,,19
2/1/2022 22:45:00,1.8,2221.0,304,-8.2,46,862,1.9,131.0,,19
2/1/2022 23:00:00,1.6,1750.0,297,-8.4,47,862,1.7,41.0,,19
2/1/2022 23:15:00,1.4,1440.0,282,-8.3,46,862,1.7,65.0,,19
2/1/2022 23:30:00,1.3,1291.0,266,-7.9,45,862,2.0,289.0,,19
2/1/2022 23:45:00,1.3,1142.0,243,-7.4,43,862,2.1,1330.0,,19
3/1/2022 00:00:00,3.7,1156.0,251,-9.5,53,863,2.1,1248.0,,19
3/1/2022 00:15:00,4.0,1355.0,249,-9.8,55,863,2.1,1089.0,,19
3/1/2022 00:30:00,4.2,1754.0,252,-10.1,56,863,2.1,882.0,,19
3/1/2022 00:45:00,4.5,2152.0,254,-10.3,57,863,2.2,1131.0,,19
3/1/2022 01:00:00,4.7,2551.0,257,-10.6,58,863,2.1,1453.0,,19
3/1/2022 01:15:00,4.8,2699.0,258,-10.8,59,863,2.0,1197.0,,19
3/1/2022 01:30:00,4.8,2598.0,260,-11.1,60,863,2.0,1310.0,,19
3/1/2022 01:45:00,4.7,2496.0,264,-11.3,61,863,2.0,1082.0,,19
3/1/2022 02:00:00,4.7,2395.0,266,-11.6,62,863,2.3,2229.0,,19
3/1/2022 02:15:00,4.6,2216.0,268,-11.8,64,863,2.4,2759.0,,19
3/1/2022 02:30:00,4.5,1961.0,267,-12.0,65,863,2.6,5697.0,,19
3/1/2022 02:45:00,4.4,1706.0,269,-12.3,66,863,2.7,7869.0,,19
3/1/2022 03:00:00,4.3,1451.0,269,-12.5,67,863,2.6,6806.0,,19
3/1/2022 03:15:00,4.1,1232.0,269,-12.6,67,863,2.4,5569.0,,19
3/1/2022 03:30:00,4.0,1049.0,269,-12.7,67,863,2.3,4933.0,,19
3/1/2022 03:45:00,3.8,866.0,270,-12.7,66,863,2.1,2605.0,,19
3/1/2022 04:00:00,3.7,683.0,270,-12.8,66,863,1.8,1072.0,,19
3/1/2022 04:15:00,3.5,592.0,270,-12.8,66,863,1.7,428.0,,19
3/1/2022 04:30:00,3.4,593.0,270,-12.8,66,863,1.7,394.0,,19
3/1/2022 04:45:00,3.3,594.0,270,-12.8,65,863,1.7,499.0,,19
3/1/2022 05:00:00,3.2,595.0,270,-12.8,65,863,1.5,84.0,,19
3/1/2022 05:15:00,3.0,573.0,270,-12.7,65,863,1.3,5.0,,19
3/1/2022 05:30:00,2.9,526.0,270,-12.5,64,863,1.3,1.0,,19
3/1/2022 05:45:00,2.8,479.0,270,-12.3,63,863,1.4,15.0,,19
3/1/2022 06:00:00,2.7,432.0,270,-12.1,62,863,1.3,9.0,,19
3/1/2022 06:15:00,2.5,407.0,270,-11.9,62,863,1.2,-1.0,,19
3/1/2022 06:30:00,2.3,403.0,268,-11.7,61,863,1.3,-1.0,,19
3/1/2022 06:45:00,2.2,399.0,267,-11.6,61,863,1.3,0.0,,19
3/1/2022 07:00:00,2.0,395.0,264,-11.4,60,863,1.4,0.0,,19
3/1/2022 07:15:00,1.9,348.0,264,-11.3,60,863,1.3,0.0,,19
3/1/2022 07:30:00,1.8,257.0,267,-11.3,60,863,1.5,0.0,,19
3/1/2022 07:45:00,1.7,166.0,267,-11.4,60,864,1.6,0.0,,19
3/1/2022 08:00:00,1.6,75.0,270,-11.4,60,864,1.7,0.0,,19
3/1/2022 08:15:00,1.5,30.0,270,-11.4,60,864,1.6,0.0,,19
3/1/2022 08:30:00,1.5,29.0,270,-11.5,60,864,1.4,0.0,,19
3/1/2022 08:45:00,1.4,29.0,274,-11.6,61,864,1.5,0.0,,19
3/1/2022 09:00:00,1.4,28.0,278,-11.7,61,864,1.3,0.0,,19
3/1/2022 09:15:00,1.4,27.0,278,-11.8,61,864,1.4,0.0,,19
3/1/2022 09:30:00,1.4,24.0,278,-11.9,61,864,1.4,0.0,,19
3/1/2022 09:45:00,1.4,21.0,282,-11.9,62,864,1.5,0.0,,19
3/1/2022 10:00:00,1.4,18.0,282,-12.0,62,864,1.4,0.0,,19
3/1/2022 10:15:00,1.4,49.0,282,-11.8,61,864,1.3,0.0,,19
3/1/2022 10:30:00,1.5,114.0,278,-11.4,60,864,1.4,0.0,,19
3/1/2022 10:45:00,1.5,179.0,278,-10.9,58,864,1.5,0.0,,19
3/1/2022 11:00:00,1.6,244.0,274,-10.5,57,864,1.1,0.0,,19
3/1/2022 11:15:00,1.6,395.0,274,-10.1,55,864,0.7,0.0,,19
3/1/2022 11:30:00,1.7,633.0,270,-9.6,54,864,0.6,0.0,,19
3/1/2022 11:45:00,1.7,872.0,270,-9.2,52,864,0.7,0.0,,19
3/1/2022 12:00:00,1.8,1110.0,267,-8.7,51,864,0.8,0.0,,19
3/1/2022 12:15:00,1.8,1433.0,264,-8.3,50,864,1.1,0.0,,19
3/1/2022 12:30:00,1.8,1841.0,257,-7.9,49,864,1.3,0.0,,19
3/1/2022 12:45:00,2.0,2248.0,250,-7.5,48,863,1.4,0.0,,19
3/1/2022 13:00:00,2.1,2656.0,245,-7.1,47,863,1.8,0.0,,19
3/1/2022 13:15:00,2.2,3220.0,243,-6.7,46,863,1.8,0.0,,19
3/1/2022 13:30:00,2.4,3941.0,242,-6.3,45,863,2.1,0.0,,19
3/1/2022 13:45:00,2.5,4662.0,244,-6.0,44,863,2.2,109.0,,19
3/1/2022 14:00:00,2.7,5383.0,243,-5.6,43,863,2.4,424.0,,19
3/1/2022 14:15:00,2.8,5918.0,244,-5.2,42,863,2.2,583.0,,19
3/1/2022 14:30:00,2.9,6268.0,245,-4.9,41,863,2.5,1318.0,,19
3/1/2022 14:45:00,2.9,6619.0,245,-4.6,40,862,2.5,2737.0,,19
3/1/2022 15:00:00,3.0,6969.0,246,-4.3,39,862,2.7,4610.0,,19
3/1/2022 15:15:00,3.0,7329.0,246,-4.1,39,862,2.4,4108.0,,19
3/1/2022 15:30:00,3.1,7700.0,245,-4.0,39,862,2.2,2965.0,,19
3/1/2022 15:45:00,3.1,8070.0,243,-3.8,38,862,2.2,2450.0,,19
3/1/2022 16:00:00,3.3,8441.0,243,-3.7,38,862,2.0,1656.0,,19
3/1/2022 16:15:00,3.3,8527.0,243,-3.6,38,862,1.7,507.0,,19
3/1/2022 16:30:00,3.3,8329.0,241,-3.7,38,862,1.8,578.0,,19
3/1/2022 16:45:00,3.2,8130.0,240,-3.7,38,862,1.8,622.0,,19
3/1/2022 17:00:00,3.3,7932.0,239,-3.8,38,862,1.7,300.0,,19
3/1/2022 17:15:00,3.3,7588.0,239,-4.0,39,862,1.5,-18.0,,19
3/1/2022 17:30:00,3.1,7098.0,239,-4.3,40,862,1.5,4.0,,19
3/1/2022 17:45:00,3.0,6609.0,240,-4.7,41,862,1.6,8.0,,19
3/1/2022 18:00:00,2.9,6119.0,241,-5.0,42,862,1.6,1.0,,19
3/1/2022 18:15:00,2.7,5425.0,243,-5.4,44,862,1.5,0.0,,19
3/1/2022 18:30:00,2.4,4528.0,248,-5.8,46,862,1.4,0.0,,19
3/1/2022 18:45:00,2.2,3630.0,254,-6.2,47,862,1.3,0.0,,19
3/1/2022 19:00:00,1.9,2733.0,261,-6.6,49,862,1.2,0.0,,19
3/1/2022 19:15:00,1.7,2244.0,267,-6.7,50,862,1.2,0.0,,19
3/1/2022 19:30:00,1.4,2163.0,270,-6.6,49,862,1.2,0.0,,19
3/1/2022 19:45:00,1.1,2082.0,285,-6.4,48,862,1.2,0.0,,19
3/1/2022 20:00:00,0.9,2001.0,302,-6.3,47,862,1.2,0.0,,19
3/1/2022 20:15:00,0.8,1973.0,320,-6.5,48,862,1.1,0.0,,19
3/1/2022 20:30:00,0.7,1998.0,344,-7.1,51,862,1.0,0.0,,19
3/1/2022 20:45:00,0.8,2023.0,0,-7.8,53,861,0.9,0.0,,19
3/1/2022 21:00:00,0.9,2048.0,18,-8.4,56,861,0.7,0.0,,19
3/1/2022 21:15:00,1.0,2243.0,29,-8.7,57,861,0.5,0.0,,19
3/1/2022 21:30:00,1.1,2609.0,38,-8.8,57,861,0.6,0.0,,19
3/1/2022 21:45:00,1.3,2974.0,48,-8.9,58,861,0.8,0.0,,19
3/1/2022 22:00:00,1.5,3340.0,53,-9.0,58,861,1.1,0.0,,19
3/1/2022 22:15:00,1.7,3681.0,57,-9.1,58,861,1.3,0.0,,19
3/1/2022 22:30:00,1.8,3996.0,61,-9.3,59,861,1.6,0.0,,19
3/1/2022 22:45:00,1.9,4311.0,62,-9.4,59,860,2.0,0.0,,19
3/1/2022 23:00:00,2.1,4626.0,65,-9.6,60,860,2.5,0.0,,19
3/1/2022 23:15:00,2.2,4886.0,69,-9.7,60,860,2.8,1905.0,,19
3/1/2022 23:30:00,2.4,5093.0,73,-9.8,60,860,2.3,4954.0,,19
3/1/2022 23:45:00,2.5,5299.0,76,-9.9,60,860,2.5,11187.0,,19
4/1/2022 00:00:00,2.9,5192.0,84,-9.5,58,860,1.9,11242.0,,19
4/1/2022 00:15:00,3.2,5854.0,86,-9.6,58,860,1.9,11189.0,,19
4/1/2022 00:30:00,3.6,6987.0,88,-9.7,58,860,1.7,11635.0,,19
4/1/2022 00:45:00,4.1,8119.0,90,-9.8,59,860,1.7,11721.0,,19
4/1/2022 01:00:00,4.5,9252.0,90,-9.9,59,860,1.9,11908.0,,19
4/1/2022 01:15:00,5.0,11450.0,92,-10.0,59,860,1.6,12275.0,,19
4/1/2022 01:30:00,5.5,14714.0,93,-10.0,59,860,1.5,12372.0,,19
4/1/2022 01:45:00,6.0,17977.0,94,-10.1,60,859,1.2,12467.0,,19
4/1/2022 02:00:00,6.5,21241.0,94,-10.1,60,859,1.0,12922.0,,19
4/1/2022 02:15:00,7.0,25269.0,94,-10.1,60,859,1.0,13176.0,,19
4/1/2022 02:30:00,7.4,30060.0,93,-10.1,60,859,1.0,13089.0,,19
4/1/2022 02:45:00,7.7,34851.0,92,-10.1,59,858,1.0,12944.0,,19
4/1/2022 03:00:00,8.1,39642.0,91,-10.1,59,858,1.0,12178.0,,19
4/1/2022 03:15:00,8.4,44705.0,91,-10.0,59,858,1.0,11898.0,,19
4/1/2022 03:30:00,8.7,50038.0,91,-9.9,58,858,1.0,11341.0,,19
4/1/2022 03:45:00,8.9,55371.0,90,-9.8,57,857,1.0,10884.0,,19
4/1/2022 04:00:00,9.2,60704.0,89,-9.7,56,857,1.0,10699.0,,19
4/1/2022 04:15:00,9.4,66336.0,89,-9.7,55,857,1.0,10728.0,,19
4/1/2022 04:30:00,9.6,72265.0,88,-9.7,54,857,1.0,10873.0,,19
4/1/2022 04:45:00,9.7,78194.0,87,-9.7,53,857,1.0,10974.0,,19
4/1/2022 05:00:00,9.9,84123.0,87,-9.7,52,857,1.0,10994.0,,19
4/1/2022 05:15:00,10.1,89102.0,85,-9.7,52,857,1.0,10880.0,,19
4/1/2022 05:30:00,10.2,93130.0,85,-9.6,51,857,1.0,10843.0,,19
4/1/2022 05:45:00,10.3,97158.0,84,-9.6,50,856,1.0,11051.0,,19
