DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-10-02 16:30:00,7.2,42450.9272727273,197,10.7,88,819,10.1,67613.0,
2021-10-02 16:45:00,7.1,42907.4290909091,196,10.4,90,820,9.9,65069.0,
2021-10-02 17:00:00,6.9,43363.9309090909,195,10.1,92,820,10.0,64043.0,59570.0
2021-10-02 17:15:00,6.9,43766.1763636364,194,9.9,94,820,9.6,62948.0,
2021-10-02 17:30:00,6.9,44115.1009090909,195,9.7,95,820,10.0,65114.0,
2021-10-02 17:45:00,7.1,44464.0254545455,196,9.5,96,820,10.0,67122.0,64259.0
2021-10-02 18:00:00,7.1,46235.5833333333,196,9.3,97,820,9.9,67118.0,67787.0
2021-10-02 18:15:00,7.1,46789.5803030303,197,9.2,98,820,10.0,67760.0,65777.0
2021-10-02 18:30:00,7.3,47539.503030303,198,9.2,98,820,9.7,63778.0,63321.0
2021-10-02 18:45:00,7.3,48288.4606060606,199,9.3,98,820,10.5,65998.0,64884.0
2021-10-02 19:00:00,7.5,49038.3833333333,200,9.3,98,820,10.7,67198.0,
2021-10-02 19:15:00,7.5,49705.303030303,202,9.3,98,820,9.9,66629.0,
2021-10-02 19:30:00,7.6,50290.1848484848,204,9.4,98,820,10.4,66412.0,
2021-10-02 19:45:00,7.6,50875.0666666667,206,9.5,97,820,9.9,64504.0,65331.0
2021-10-02 20:00:00,7.6,51459.9484848485,208,9.6,97,820,10.2,66374.0,
2021-10-02 20:15:00,7.6,52047.7257575758,209,9.6,97,820,10.9,68746.0,
2021-10-02 20:30:00,7.5,52638.3984848485,210,9.6,97,820,10.9,68380.0,66268.0
2021-10-02 20:45:00,7.4,53230.0363636364,211,9.6,98,820,6.7,35172.0,66224.0
2021-10-02 21:00:00,7.4,53820.7090909091,211,9.6,98,820,7.4,40607.0,
2021-10-02 21:15:00,7.4,54697.0666666667,210,9.6,98,820,10.3,64360.0,
2021-10-02 21:30:00,7.6,55304.0937022905,208,9.7,98,820,11.1,60396.0,61669.0
2021-10-02 21:45:00,7.8,55111.3635843097,206,9.7,98,820,11.1,61900.0,
2021-10-02 22:00:00,8.0,55173.2672051024,204,9.8,98,820,11.5,61671.0,61669.0
2021-10-02 22:15:00,8.1,55242.9681134425,204,9.8,98,820,11.3,59249.0,58677.0
2021-10-02 22:30:00,8.1,55147.6689463529,206,9.8,98,820,11.6,60747.0,58275.0
2021-10-02 22:45:00,8.2,55296.0462169573,207,9.7,99,820,11.0,61711.0,
2021-10-02 23:00:00,8.2,55444.4903474176,208,9.7,99,820,10.5,58302.0,
2021-10-02 23:15:00,8.3,55410.9087002118,210,9.8,99,820,11.3,62119.0,60240.0
2021-10-02 23:30:00,8.2,55118.4380366585,211,9.9,99,820,10.9,61444.0,
2021-10-02 23:45:00,8.3,55149.0019168009,212,10.0,99,820,10.4,62927.0,58543.0
2021-10-03 00:00:00,9.2,55485.4790908159,220,10.7,99,820,10.9,63622.0,61580.0
2021-10-03 00:15:00,9.0,55183.9155281735,221,10.7,99,820,9.7,59866.0,61535.0
2021-10-03 00:30:00,8.8,55220.7490447532,222,10.7,99,820,9.3,59094.0,
2021-10-03 00:45:00,8.6,55468.217176871,224,10.8,99,820,9.5,60908.0,
2021-10-03 01:00:00,8.4,55160.917329703,225,10.8,99,820,10.0,60479.0,57829.0
2021-10-03 01:15:00,8.3,53259.9560606061,227,10.8,99,820,8.5,51718.0,57739.0
2021-10-03 01:30:00,8.2,51341.2348484849,230,10.8,99,820,9.2,59236.0,47692.0
2021-10-03 01:45:00,8.1,49422.5136363636,232,10.7,99,820,7.6,44230.0,49165.0
2021-10-03 02:00:00,8.1,47503.7924242424,235,10.7,99,820,7.3,38707.0,42780.0
2021-10-03 02:15:00,8.0,45925.7696969697,238,10.7,99,820,7.2,37127.0,
2021-10-03 02:30:00,8.0,44688.4454545455,241,10.7,98,820,6.6,30252.0,
2021-10-03 02:45:00,8.0,43452.0863636364,243,10.7,98,820,6.1,25943.0,27240.0
2021-10-03 03:00:00,8.0,42214.7621212121,246,10.7,97,820,7.1,40041.0,23935.0
2021-10-03 03:15:00,7.9,40935.9363636364,249,10.6,97,820,7.6,44168.0,
2021-10-03 03:30:00,7.8,39615.6090909091,252,10.5,96,820,7.1,38451.0,
2021-10-03 03:45:00,7.7,38295.2818181818,255,10.3,96,820,7.6,42032.0,39788.0
2021-10-03 04:00:00,7.6,36974.9545454546,258,10.2,95,820,7.9,47476.0,
2021-10-03 04:15:00,7.5,35731.8393939394,261,10.0,95,820,8.0,48747.0,
2021-10-03 04:30:00,7.3,34565.9363636364,265,9.7,95,820,8.2,52884.0,42065.0
2021-10-03 04:45:00,7.2,33400.0333333333,268,9.5,96,820,8.1,48655.0,48362.0
2021-10-03 05:00:00,7.1,32234.1303030303,272,9.2,96,820,7.4,42845.0,
2021-10-03 05:15:00,7.0,31271.8742424242,275,9.0,96,820,6.2,29569.0,
2021-10-03 05:30:00,7.0,30513.2651515152,277,8.9,96,820,5.8,24160.0,25811.0
2021-10-03 05:45:00,7.0,29755.6212121212,280,8.8,95,821,5.2,20377.0,
2021-10-03 06:00:00,7.0,28997.0121212121,282,8.7,95,821,4.8,17585.0,
2021-10-03 06:15:00,7.1,28405.3742424242,286,8.6,94,821,4.8,16223.0,
2021-10-03 06:30:00,7.1,27981.6727272727,288,8.7,93,821,5.0,16849.0,17148.0
2021-10-03 06:45:00,7.2,27557.9712121212,290,8.8,92,821,5.1,18169.0,17103.0
2021-10-03 07:00:00,7.2,27134.2696969697,293,8.9,91,821,4.7,18466.0,
2021-10-03 07:15:00,7.0,26514.6424242424,293,9.1,89,821,5.9,24260.0,18264.0
2021-10-03 07:30:00,6.6,25700.0545454545,290,9.5,86,821,6.2,27210.0,23087.0
2021-10-03 07:45:00,6.3,24886.4318181818,288,9.8,83,822,5.8,24388.0,
2021-10-03 08:00:00,5.9,24071.8439393939,286,10.2,80,822,4.9,15783.0,
2021-10-03 08:15:00,5.7,23305.5136363636,283,10.6,77,822,4.5,12763.0,15138.0
2021-10-03 08:30:00,5.5,22587.4409090909,283,11.0,73,822,5.3,17180.0,
2021-10-03 08:45:00,5.4,21869.3681818182,282,11.5,69,822,6.1,23422.0,
2021-10-03 09:00:00,5.3,20825.8909090909,281,11.9,65,822,6.0,24235.0,18443.0
2021-10-03 09:15:00,5.3,20655.7866666667,282,12.3,61,822,5.9,21158.0,19604.0
2021-10-03 09:30:00,5.5,21022.6036363636,287,12.6,56,822,6.2,25752.0,
2021-10-03 09:45:00,5.9,21390.3709090909,291,13.0,52,823,6.9,31288.0,
2021-10-03 10:00:00,6.2,21757.1878787879,295,13.3,47,823,6.4,25068.0,29651.0
2021-10-03 10:15:00,6.4,21925.3915151515,297,13.6,44,823,5.9,21698.0,
2021-10-03 10:30:00,6.5,21894.9818181818,299,13.7,42,823,6.5,26850.0,22283.0
2021-10-03 10:45:00,6.7,21863.6218181818,302,13.9,39,823,6.3,25604.0,26436.0
2021-10-03 11:00:00,6.9,21833.2121212121,304,14.0,37,823,5.6,20633.0,22104.0
2021-10-03 11:15:00,6.9,21429.3333333333,304,14.2,36,823,5.6,18913.0,18219.0
2021-10-03 11:30:00,6.8,20651.0351515152,304,14.4,35,823,5.1,13337.0,
2021-10-03 11:45:00,6.6,19873.6872727273,304,14.6,34,823,5.6,18521.0,13798.0
2021-10-03 12:00:00,6.5,19095.3890909091,304,14.8,33,823,5.3,15718.0,17014.0
2021-10-03 12:15:00,6.2,17725.0521212121,302,15.0,32,823,4.4,10177.0,14379.0
2021-10-03 12:30:00,5.6,15760.7757575758,300,15.2,32,823,4.2,10896.0,9824.0
2021-10-03 12:45:00,5.1,13797.4496969697,297,15.4,32,823,4.8,12930.0,10092.0
2021-10-03 13:00:00,4.6,11833.1733333333,293,15.6,32,823,5.3,16734.0,14111.0
2021-10-03 13:15:00,4.2,10364.9551515152,291,15.7,32,823,4.8,13273.0,
2021-10-03 13:30:00,3.9,9664.8610275545,294,15.6,32,823,5.6,19862.0,14066.0
2021-10-03 13:45:00,3.8,9562.1736336118,295,15.6,33,824,5.8,21851.0,21881.0
2021-10-03 14:00:00,3.5,9782.3790347272,299,15.5,33,824,6.1,24599.0,
2021-10-03 14:15:00,3.5,9790.361330912,301,15.5,33,824,6.1,24106.0,
2021-10-03 14:30:00,3.7,9548.220406392,304,15.4,33,824,5.8,21900.0,24114.0
2021-10-03 14:45:00,3.9,9711.8135892359,308,15.3,34,824,5.4,16470.0,
2021-10-03 15:00:00,4.2,9670.2550750117,310,15.2,34,824,3.6,5693.0,
2021-10-03 15:15:00,4.3,9718.618455163,311,15.0,34,824,2.4,1262.0,3260.0
2021-10-03 15:30:00,4.2,9606.6227966477,310,14.8,35,824,2.4,1621.0,447.0
2021-10-03 15:45:00,4.0,9539.33311008,310,14.6,36,824,2.1,707.0,
2021-10-03 16:00:00,4.0,9711.1702978329,309,14.4,37,824,1.6,60.0,
2021-10-03 16:15:00,4.0,9792.4113721029,310,14.0,38,824,1.7,-8.0,-625.0
2021-10-03 16:30:00,4.2,9855.6807131066,312,13.5,40,824,1.4,-98.0,-536.0
2021-10-03 16:45:00,4.3,9601.6948339433,312,12.9,43,825,2.0,-106.0,-402.0
2021-10-03 17:00:00,4.5,9741.1401787,314,12.4,45,825,2.8,1050.0,-536.0
2021-10-03 17:15:00,4.6,9720.0689331233,316,11.7,46,825,2.6,1279.0,670.0
2021-10-03 17:30:00,4.8,9651.8337768829,318,11.0,46,825,3.4,4742.0,
2021-10-03 17:45:00,5.0,9587.7995765892,319,10.2,47,826,5.2,14894.0,
2021-10-03 18:00:00,5.3,10659.1333333333,321,9.5,47,826,2.9,3813.0,12682.0
2021-10-03 18:15:00,5.4,11347.2863636364,322,9.0,47,826,2.7,2098.0,2054.0
2021-10-03 18:30:00,5.6,12009.3803030303,325,8.7,47,826,3.3,3632.0,
2021-10-03 18:45:00,5.9,12671.4742424242,327,8.4,47,827,4.0,7297.0,
2021-10-03 19:00:00,6.1,13333.5681818182,329,8.1,47,827,4.5,11547.0,6207.0
2021-10-03 19:15:00,6.1,13757.2696969697,330,7.9,47,827,5.8,21927.0,
2021-10-03 19:30:00,6.2,13943.5439393939,331,7.6,48,827,6.9,34797.0,
2021-10-03 19:45:00,6.2,14128.853030303,331,7.3,48,827,6.2,29861.0,35680.0
2021-10-03 20:00:00,6.2,14315.1272727273,332,7.0,49,827,5.5,20337.0,26481.0
2021-10-03 20:15:00,6.2,14504.296969697,332,6.8,49,827,5.3,17616.0,
2021-10-03 20:30:00,6.3,14698.2924242424,333,6.6,50,827,5.5,19850.0,17505.0
2021-10-03 20:45:00,6.2,14892.2878787879,334,6.3,50,828,5.5,20248.0,19425.0
2021-10-03 21:00:00,6.3,15086.2833333333,335,6.1,51,828,4.5,13041.0,
2021-10-03 21:15:00,6.2,15071.8060606061,336,5.9,52,828,5.3,18381.0,
2021-10-03 21:30:00,6.1,14850.7863636364,339,5.6,53,828,5.6,20963.0,
2021-10-03 21:45:00,6.0,14629.7666666667,342,5.3,54,829,5.1,16213.0,22104.0
2021-10-03 22:00:00,5.9,14408.746969697,344,5.0,55,829,5.1,16568.0,
2021-10-03 22:15:00,5.9,14266.8696969697,346,4.8,55,829,5.3,18119.0,
2021-10-03 22:30:00,5.9,14204.1348484848,346,4.6,56,829,4.9,17951.0,18532.0
2021-10-03 22:45:00,5.8,14141.4,346,4.4,57,829,5.0,17569.0,17103.0
2021-10-03 23:00:00,5.8,14078.6651515152,346,4.2,58,829,5.8,21551.0,
2021-10-03 23:15:00,5.9,14188.6924242424,345,4.1,58,829,5.8,23710.0,
2021-10-03 23:30:00,6.0,14469.5515151515,345,4.0,59,829,5.6,21370.0,22551.0
2021-10-03 23:45:00,6.1,14751.3757575758,344,3.9,59,830,5.2,16267.0,
2021-10-04 00:00:00,5.9,15694.3287878788,346,3.2,64,830,5.3,16764.0,
2021-10-04 00:15:00,5.9,15446.2848484849,346,3.0,65,830,4.5,11743.0,15540.0
2021-10-04 00:30:00,5.7,15250.3590909091,347,2.9,66,830,4.1,8329.0,10583.0
2021-10-04 00:45:00,5.7,15054.4333333333,348,2.8,67,830,4.4,11081.0,
2021-10-04 01:00:00,5.6,14858.5075757576,349,2.7,68,830,3.7,7035.0,
2021-10-04 01:15:00,5.7,14901.9393939394,350,2.5,69,830,4.1,8876.0,6386.0
2021-10-04 01:30:00,5.8,15184.7287878788,352,2.4,70,830,4.5,12049.0,
2021-10-04 01:45:00,5.8,15468.4833333333,353,2.3,71,831,3.7,6397.0,
2021-10-04 02:00:00,5.9,15751.2727272727,355,2.2,72,831,3.1,3225.0,4867.0
2021-10-04 02:15:00,5.9,15898.9409090909,356,2.0,73,831,3.3,4878.0,2769.0
2021-10-04 02:30:00,5.8,15910.5227272727,357,1.9,74,831,3.2,5088.0,4689.0
2021-10-04 02:45:00,5.8,15923.0696969697,358,1.8,75,831,3.7,5718.0,
2021-10-04 03:00:00,5.7,15934.6515151515,359,1.7,76,831,3.4,5277.0,5091.0
2021-10-04 03:15:00,5.6,15932.7212121212,0,1.6,76,831,3.4,5904.0,
2021-10-04 03:30:00,5.5,15916.3136363636,1,1.5,77,831,3.9,8142.0,
2021-10-04 03:45:00,5.3,15900.8712121212,4,1.4,78,831,4.8,14449.0,
2021-10-04 04:00:00,5.2,15884.4636363636,7,1.3,79,831,5.3,20011.0,15987.0
2021-10-04 04:15:00,5.1,15838.1363636364,9,1.2,79,831,5.4,20231.0,
2021-10-04 04:30:00,4.9,15759.9590909091,12,1.1,79,831,5.6,20557.0,
2021-10-04 04:45:00,4.8,15681.7818181818,15,1.0,80,832,5.5,22593.0,22685.0
2021-10-04 05:00:00,4.6,15603.6045454545,18,0.9,80,832,4.8,14506.0,21479.0
2021-10-04 05:15:00,4.6,15487.7863636364,20,0.8,80,832,4.8,14901.0,
2021-10-04 05:30:00,4.7,15335.2924242424,21,0.7,80,832,4.5,12103.0,
2021-10-04 05:45:00,4.8,15181.8333333333,22,0.6,81,832,5.0,15891.0,12325.0
2021-10-04 06:00:00,4.9,15029.3393939394,23,0.5,81,832,5.5,21734.0,
2021-10-04 06:15:00,5.0,14972.3954545455,22,0.5,81,832,5.5,21479.0,
2021-10-04 06:30:00,5.1,15010.0363636364,22,0.8,80,832,5.3,17717.0,20229.0
2021-10-04 06:45:00,5.3,15047.6772727273,21,1.1,79,833,5.2,16524.0,14513.0
2021-10-04 07:00:00,5.3,15085.3181818182,21,1.4,78,833,5.0,16813.0,
2021-10-04 07:15:00,5.3,14230.1939393939,21,1.7,77,833,6.0,23353.0,
2021-10-04 07:30:00,5.2,12480.3742424242,22,2.1,75,833,5.3,19483.0,22194.0
2021-10-04 07:45:00,4.8,10730.5545454545,22,2.6,72,834,4.8,14073.0,
2021-10-04 08:00:00,4.7,9746.4053023409,23,3.0,70,834,5.5,19432.0,13263.0
2021-10-04 08:15:00,4.6,9624.1253549592,24,3.4,68,834,4.7,13547.0,19380.0
2021-10-04 08:30:00,4.7,9561.7280758456,27,3.7,66,834,4.3,9959.0,10628.0
2021-10-04 08:45:00,4.9,9882.4018287954,28,4.0,65,834,4.4,11049.0,9601.0
2021-10-04 09:00:00,5.0,9606.7335141225,30,4.3,63,834,4.6,12509.0,
2021-10-04 09:15:00,5.1,9826.1108696598,32,4.6,61,834,4.5,11448.0,11253.0
2021-10-04 09:30:00,5.2,9641.4473600073,32,4.9,60,834,3.8,6522.0,9735.0
2021-10-04 09:45:00,5.4,9515.6401909387,33,5.2,58,834,3.4,4907.0,
2021-10-04 10:00:00,5.5,9866.6087806314,33,5.5,57,834,3.5,6136.0,
2021-10-04 10:15:00,5.4,9704.4242212109,34,5.8,56,834,3.1,3645.0,5805.0
2021-10-04 10:30:00,5.3,9836.8380052065,36,6.0,55,834,2.8,1271.0,
2021-10-04 10:45:00,5.3,9746.0664253549,37,6.2,54,834,3.3,2667.0,
2021-10-04 11:00:00,5.2,9821.2451491014,40,6.4,53,834,3.1,2387.0,1474.0
2021-10-04 11:15:00,5.1,9586.5312173425,40,6.6,52,834,3.4,3886.0,2456.0
2021-10-04 11:30:00,5.1,9580.0014455552,40,6.9,51,834,2.9,2642.0,
2021-10-04 11:45:00,5.1,9768.4319843626,40,7.1,50,834,2.9,2162.0,1161.0
2021-10-04 12:00:00,5.1,9552.3269132773,40,7.4,49,834,2.6,408.0,1518.0
2021-10-04 12:15:00,5.1,9802.5576619996,40,7.6,48,834,2.6,745.0,
2021-10-04 12:30:00,5.0,9520.7660155659,39,7.7,48,834,2.7,959.0,0.0
2021-10-04 12:45:00,5.0,9691.4066943863,40,7.8,47,834,2.5,517.0,536.0
2021-10-04 13:00:00,4.9,9514.2165830276,39,7.9,47,834,2.4,732.0,714.0
2021-10-04 13:15:00,4.8,9824.2305603522,38,7.9,47,834,2.2,79.0,-45.0
2021-10-04 13:30:00,4.8,9669.7003272177,36,7.8,47,834,2.1,-8.0,-89.0
2021-10-04 13:45:00,4.8,9515.091137796,34,7.8,48,834,2.2,-77.0,-447.0
2021-10-04 14:00:00,4.8,9713.1334523096,31,7.7,48,834,1.6,-138.0,-581.0
2021-10-04 14:15:00,4.8,9690.4279318467,30,7.7,48,834,1.8,-98.0,
2021-10-04 14:30:00,4.8,9685.2506988257,29,7.6,48,834,1.6,-102.0,
2021-10-04 14:45:00,4.8,9898.8989238436,29,7.5,49,834,1.5,-105.0,-491.0
2021-10-04 15:00:00,4.8,9610.2978952834,27,7.4,49,834,2.0,-122.0,
2021-10-04 15:15:00,4.7,9509.6500365218,28,7.2,49,834,1.9,-127.0,
2021-10-04 15:30:00,4.7,9584.1402980172,28,7.1,50,834,1.6,-109.0,-447.0
2021-10-04 15:45:00,4.5,9550.0923452403,31,6.9,50,834,2.7,-103.0,-491.0
2021-10-04 16:00:00,4.4,9878.1032627796,31,6.8,51,834,2.8,1018.0,
2021-10-04 16:15:00,4.4,10196.7515151515,31,6.6,51,834,3.0,2030.0,
2021-10-04 16:30:00,4.6,10660.4993939394,30,6.4,52,834,2.8,2132.0,1652.0
2021-10-04 16:45:00,4.7,11125.1975757576,29,6.1,52,835,3.2,3767.0,
2021-10-04 17:00:00,4.9,11588.9454545455,28,5.9,53,835,3.1,3626.0,
2021-10-04 17:15:00,5.0,12010.88,29,5.7,53,835,2.9,2352.0,2903.0
2021-10-04 17:30:00,5.1,12390.0509090909,30,5.5,53,835,3.2,3474.0,1563.0
2021-10-04 17:45:00,5.1,12769.2218181818,32,5.4,54,835,3.9,5943.0,3171.0
2021-10-04 18:00:00,5.1,13148.3927272727,33,5.2,54,835,4.5,10226.0,
2021-10-04 18:15:00,5.2,13394.5212121212,36,5.1,55,835,4.4,9943.0,10628.0
2021-10-04 18:30:00,5.1,13507.6072727273,37,5.0,56,835,5.0,14827.0,
2021-10-04 18:45:00,5.1,13620.6933333333,39,4.9,57,836,5.5,18477.0,
2021-10-04 19:00:00,5.1,13733.7793939394,40,4.8,58,836,5.4,17758.0,
2021-10-04 19:15:00,5.0,13749.9345454545,43,4.6,59,836,5.0,14563.0,16299.0
2021-10-04 19:30:00,5.0,13667.2581818182,43,4.5,60,836,4.7,12511.0,
2021-10-04 19:45:00,4.8,13584.5818181818,45,4.4,61,836,4.2,9292.0,
2021-10-04 20:00:00,4.7,13501.9054545455,46,4.3,62,836,4.2,8135.0,8485.0
2021-10-04 20:15:00,4.7,13597.8860606061,48,4.2,64,836,4.2,9244.0,7591.0
2021-10-04 20:30:00,4.8,13874.4242424242,49,4.1,65,836,4.9,14212.0,
2021-10-04 20:45:00,4.8,14150.9624242424,51,4.0,66,836,5.0,14968.0,
2021-10-04 21:00:00,4.8,14427.5006060606,53,3.9,67,836,5.2,15910.0,14334.0
2021-10-04 21:15:00,4.8,14669.8278787879,52,3.7,68,836,4.9,14385.0,14736.0
2021-10-04 21:30:00,4.9,14877.9442424242,51,3.4,70,836,4.9,13946.0,14647.0
2021-10-04 21:45:00,5.0,15086.0606060606,51,3.1,71,836,4.9,13631.0,13620.0
2021-10-04 22:00:00,5.1,15294.176969697,50,2.8,73,836,5.0,14485.0,12459.0
2021-10-04 22:15:00,5.2,15493.7406060606,49,2.6,75,836,5.0,14281.0,
2021-10-04 22:30:00,5.2,15684.7515151515,48,2.4,76,836,4.7,14120.0,
2021-10-04 22:45:00,5.4,15876.7127272727,47,2.3,77,836,5.1,14995.0,12280.0
2021-10-04 23:00:00,5.4,16067.7236363636,46,2.1,78,836,4.6,12169.0,
2021-10-04 23:15:00,5.6,16204.5672727273,44,2.0,78,836,4.6,11388.0,
2021-10-04 23:30:00,5.7,16285.343030303,44,1.9,78,836,4.7,12076.0,10673.0
2021-10-04 23:45:00,5.7,16367.0690909091,42,1.9,79,836,4.8,12830.0,11834.0
2021-10-05 00:00:00,4.7,10745.7,47,4.1,64,836,5.3,16570.0,12325.0
2021-10-05 00:15:00,4.7,10550.68,47,4.1,64,836,5.1,16478.0,
2021-10-05 00:30:00,4.7,10297.84,45,4.0,65,836,5.1,15303.0,14692.0
2021-10-05 00:45:00,4.6,10045.0,44,3.9,66,836,4.1,8455.0,14022.0
2021-10-05 01:00:00,4.6,9855.1497879954,42,3.8,67,836,4.3,9272.0,
2021-10-05 01:15:00,4.5,9882.9154261591,41,3.7,67,836,4.4,10188.0,
