DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2/11/2021 04:15:00,2.7,87,24,13.5,88,916,,,
2/11/2021 04:30:00,2.6,73,21,13.5,88,916,,,
2/11/2021 04:45:00,2.4,58,17,13.4,89,916,,,
2/11/2021 05:00:00,2.3,44,13,13.4,89,916,,,
2/11/2021 05:15:00,2.1,34,11,13.4,89,916,,,
2/11/2021 05:30:00,2,28,9,13.5,88,916,,,
2/11/2021 05:45:00,1.8,21,9,13.5,87,916,,,
2/11/2021 06:00:00,1.7,15,7,13.6,86,916,,,
2/11/2021 06:15:00,1.6,11,11,13.6,86,916,,,
2/11/2021 06:30:00,1.6,8,18,13.6,86,916,,,
2/11/2021 06:45:00,1.6,5,30,13.6,87,916,,,
2/11/2021 07:00:00,1.6,2,38,13.6,87,916,,,
2/11/2021 07:15:00,1.8,1,41,13.7,86,916,,,
2/11/2021 07:30:00,2,1,41,13.9,85,916,,,
2/11/2021 07:45:00,2.2,0,43,14,84,917,,,
2/11/2021 08:00:00,2.3,0,43,14.2,83,917,,,
2/11/2021 08:15:00,2.3,0,47,14.5,81,917,,,
2/11/2021 08:30:00,2.2,0,51,14.8,80,917,,,
2/11/2021 08:45:00,2,0,53,15.1,79,917,,,
2/11/2021 09:00:00,1.9,0,58,15.4,78,917,,,
2/11/2021 09:15:00,2,5,60,15.6,76,917,,,
2/11/2021 09:15:00,2,14,60,15.6,76,917,,,
2/11/2021 09:30:00,2.3,14,61,15.9,75,917,,,
2/11/2021 09:30:00,2.3,41,61,15.9,75,917,,,
2/11/2021 09:45:00,2.6,23,59,16.2,74,917,,,
2/11/2021 09:45:00,2.6,69,59,16.2,74,917,,,
2/11/2021 10:00:00,2.9,32,61,16.5,73,917,,,
2/11/2021 10:00:00,2.9,96,61,16.5,73,917,,,
2/11/2021 10:15:00,3,44,60,16.7,71,917,,,
2/11/2021 10:15:00,3,119,60,16.7,71,917,,,
2/11/2021 10:30:00,3.1,59,58,17,70,917,,,
2/11/2021 10:30:00,3.1,137,58,17,70,917,,,
2/11/2021 10:45:00,3,74,57,17.2,69,917,,,
2/11/2021 10:45:00,3,155,57,17.2,69,917,,,
2/11/2021 11:00:00,3,89,56,17.5,68,917,,,
2/11/2021 11:00:00,3,173,56,17.5,68,917,,,
2/11/2021 11:15:00,3,94,56,17.7,66,917,,,
2/11/2021 11:15:00,3,169,56,17.7,66,917,,,
2/11/2021 11:30:00,2.9,90,56,17.9,65,917,,,
2/11/2021 11:30:00,2.9,144,56,17.9,65,917,,,
2/11/2021 11:45:00,2.8,87,58,18,63,916,,,
2/11/2021 11:45:00,2.8,119,58,18,63,916,,,
2/11/2021 12:00:00,2.7,83,59,18.2,62,916,,,
2/11/2021 12:00:00,2.7,94,59,18.2,62,916,,,
2/11/2021 12:15:00,2.6,75,61,18.4,61,916,,,
2/11/2021 12:30:00,2.6,64,62,18.6,60,916,,,
2/11/2021 12:45:00,2.6,53,65,18.7,59,915,,,
2/11/2021 13:00:00,2.6,42,67,18.9,58,915,,,
2/11/2021 13:15:00,2.6,34,67,19,58,915,,,
2/11/2021 13:30:00,2.6,31,69,19,58,915,,,
2/11/2021 13:45:00,2.7,28,70,19.1,58,915,,,
2/11/2021 14:00:00,2.6,25,72,19.1,58,915,,,
2/11/2021 14:15:00,2.6,24,72,19.1,58,915,,,
2/11/2021 14:30:00,2.7,25,73,19.1,58,915,,,
2/11/2021 14:45:00,2.7,26,73,19,58,914,,,
2/11/2021 15:00:00,2.8,27,73,19,58,914,,,
2/11/2021 15:15:00,2.8,34,75,19,58,914,,,
2/11/2021 15:15:00,2.8,39,75,19,58,914,,,
2/11/2021 15:30:00,2.9,45,78,18.9,58,914,,,
2/11/2021 15:30:00,2.9,60,78,18.9,58,914,,,
2/11/2021 15:45:00,2.8,56,80,18.8,58,914,,,
2/11/2021 15:45:00,2.8,81,80,18.8,58,914,,,
2/11/2021 16:00:00,2.9,67,82,18.7,58,914,,,
2/11/2021 16:00:00,2.9,102,82,18.7,58,914,,,
2/11/2021 16:15:00,3,123,84,18.5,59,914,,,
2/11/2021 16:15:00,3,147,84,18.5,59,914,,,
2/11/2021 16:30:00,3.2,218,85,18.3,60,914,,,
2/11/2021 16:30:00,3.2,225,85,18.3,60,914,,,
2/11/2021 16:45:00,3.3,288,85,18.2,61,914,,,
2/11/2021 16:45:00,3.3,328,85,18.2,61,914,,,
2/11/2021 17:00:00,3.5,359,85,18,62,914,,,
2/11/2021 17:00:00,3.5,430,85,18,62,914,,,
2/11/2021 17:15:00,3.6,411,87,17.6,64,914,,,
2/11/2021 17:15:00,3.6,518,87,17.6,64,914,,,
2/11/2021 17:30:00,3.7,445,90,17.1,67,914,,,
2/11/2021 17:30:00,3.7,593,90,17.1,67,914,,,
2/11/2021 17:45:00,3.8,478,90,16.5,69,914,,,
2/11/2021 17:45:00,3.8,668,90,16.5,69,914,,,
2/11/2021 18:00:00,3.9,512,93,16,72,914,,,
2/11/2021 18:00:00,3.9,743,93,16,72,914,,,
2/11/2021 18:15:00,3.9,520,94,15.7,73,914,,,
2/11/2021 18:15:00,3.9,771,94,15.7,73,914,,,
2/11/2021 18:30:00,3.9,502,94,15.8,73,914,,,
2/11/2021 18:30:00,3.9,753,94,15.8,73,914,,,
2/11/2021 18:45:00,3.8,483,93,15.8,72,914,,,
2/11/2021 18:45:00,3.8,735,93,15.8,72,914,,,
2/11/2021 19:00:00,3.8,465,93,15.9,72,914,,,
2/11/2021 19:00:00,3.8,717,93,15.9,72,914,,,
2/11/2021 19:15:00,3.8,446,93,15.8,72,914,,,
2/11/2021 19:15:00,3.8,701,93,15.8,72,914,,,
2/11/2021 19:30:00,3.8,425,92,15.6,73,914,,,
2/11/2021 19:30:00,3.8,688,92,15.6,73,914,,,
2/11/2021 19:45:00,3.9,405,90,15.4,74,915,,,
2/11/2021 19:45:00,3.9,675,90,15.4,74,915,,,
2/11/2021 20:00:00,3.9,384,90,15.2,75,915,,,
2/11/2021 20:00:00,3.9,662,90,15.2,75,915,,,
2/11/2021 20:15:00,3.9,397,90,15.1,75,915,,,
2/11/2021 20:15:00,3.9,639,90,15.1,75,915,,,
2/11/2021 20:30:00,3.9,443,89,15.1,75,915,,,
2/11/2021 20:30:00,3.9,608,89,15.1,75,915,,,
2/11/2021 20:45:00,3.8,490,87,15.1,76,915,,,
2/11/2021 20:45:00,3.8,576,87,15.1,76,915,,,
2/11/2021 21:00:00,3.8,536,85,15.1,76,915,,,
2/11/2021 21:00:00,3.8,545,85,15.1,76,915,,,
2/11/2021 21:15:00,3.7,489,85,15,77,915,,,
2/11/2021 21:15:00,3.7,525,85,15,77,915,,,
2/11/2021 21:30:00,3.6,410,84,14.7,78,915,,,
2/11/2021 21:30:00,3.6,456,84,14.7,78,915,,,
2/11/2021 21:45:00,3.4,331,82,14.4,79,915,,,
2/11/2021 21:45:00,3.4,387,82,14.4,79,915,,,
2/11/2021 22:00:00,3.4,252,80,14.1,80,915,,,
2/11/2021 22:00:00,3.4,318,80,14.1,80,915,,,
2/11/2021 22:15:00,3.3,217,78,14,80,915,,,
2/11/2021 22:15:00,3.3,250,78,14,80,915,,,
2/11/2021 22:30:00,3.3,183,76,13.9,80,915,,,
2/11/2021 22:30:00,3.3,226,76,13.9,80,915,,,
2/11/2021 22:45:00,3.3,116,74,13.9,80,915,,,
2/11/2021 22:45:00,3.3,235,74,13.9,80,915,,,
2/11/2021 23:00:00,3.4,49,73,13.8,80,915,,,
2/11/2021 23:00:00,3.4,244,73,13.8,80,915,,,
2/11/2021 23:15:00,3.3,19,72,13.8,80,915,,,
2/11/2021 23:15:00,3.3,223,72,13.8,80,915,,,
2/11/2021 23:30:00,3,26,69,13.9,80,915,,,
2/11/2021 23:30:00,3,171,69,13.9,80,915,,,
2/11/2021 23:45:00,2.8,32,64,13.9,79,915,,,
2/11/2021 23:45:00,2.8,120,64,13.9,79,915,,,
3/11/2021 00:00:00,2.5,5,64,13.6,91,915,,,
3/11/2021 00:15:00,2.5,6,63,13.5,91,915,,,
3/11/2021 00:30:00,2.3,7,59,13.5,91,915,,,
3/11/2021 00:45:00,2.2,8,58,13.4,91,915,,,
3/11/2021 01:00:00,2.1,9,53,13.4,91,915,,,
3/11/2021 01:15:00,2.1,9,51,13.4,91,915,,,
3/11/2021 01:30:00,2.1,7,47,13.4,91,915,,,
3/11/2021 01:45:00,2.1,4,45,13.5,91,915,,,
3/11/2021 02:00:00,2.1,2,41,13.5,91,915,,,
3/11/2021 02:15:00,2.2,1,39,13.5,91,915,,,
3/11/2021 02:30:00,2.2,1,36,13.5,91,915,,,
3/11/2021 02:45:00,2.2,0,32,13.5,92,914,,,
3/11/2021 03:00:00,2.3,0,29,13.5,92,914,,,
3/11/2021 03:15:00,2.4,0,30,13.5,92,914,,,
3/11/2021 03:30:00,2.4,0,33,13.4,92,914,,,
3/11/2021 03:45:00,2.4,0,35,13.4,92,914,,,
3/11/2021 04:00:00,2.4,0,38,13.3,92,914,,,
3/11/2021 04:15:00,2.5,0,40,13.2,92,914,,,
3/11/2021 04:30:00,2.5,0,40,13,93,914,,,
3/11/2021 04:45:00,2.5,0,42,12.7,93,913,,,
3/11/2021 05:00:00,2.5,0,42,12.5,94,913,,,
3/11/2021 05:15:00,2.5,0,43,12.5,93,913,,,
3/11/2021 05:30:00,2.3,0,49,12.7,92,913,,,
3/11/2021 05:45:00,2.1,0,51,12.8,91,913,,,
3/11/2021 06:00:00,1.9,0,58,13,90,913,,,
3/11/2021 06:15:00,1.9,0,62,13.1,89,913,,,
3/11/2021 06:30:00,2,0,63,13.2,90,913,,,
3/11/2021 06:45:00,2.1,0,67,13.3,90,914,,,
3/11/2021 07:00:00,2.2,0,68,13.4,91,914,,,
3/11/2021 07:15:00,2.2,0,68,13.4,91,914,,,
3/11/2021 07:30:00,2.2,1,66,13.4,91,914,,,
3/11/2021 07:45:00,2.3,1,65,13.4,92,914,,,
3/11/2021 08:00:00,2.4,2,62,13.4,92,914,,,
3/11/2021 08:15:00,2.4,2,62,13.4,92,914,,,
3/11/2021 08:30:00,2.4,1,62,13.5,92,914,,,
3/11/2021 08:45:00,2.5,1,61,13.5,91,915,,,
3/11/2021 09:00:00,2.5,0,61,13.6,91,915,,,
3/11/2021 09:15:00,2.4,1,60,13.7,91,915,,,
3/11/2021 09:30:00,2.3,4,61,13.8,90,915,,,
3/11/2021 09:45:00,2.1,6,61,13.9,90,915,,,
3/11/2021 10:00:00,1.9,9,62,14,89,915,,,
3/11/2021 10:15:00,1.8,10,61,14.2,89,915,,,
3/11/2021 10:30:00,1.9,10,65,14.3,89,915,,,
3/11/2021 10:45:00,1.9,11,65,14.4,88,914,,,
3/11/2021 11:00:00,1.9,11,69,14.5,88,914,,,
3/11/2021 11:15:00,2,10,70,14.7,87,914,,,
3/11/2021 11:30:00,2.1,8,71,15,86,914,,,
3/11/2021 11:45:00,2.2,6,72,15.3,84,914,,,
3/11/2021 12:00:00,2.3,4,72,15.6,83,914,,,
3/11/2021 12:15:00,2.4,4,71,15.7,82,914,,,
3/11/2021 12:30:00,2.5,5,69,15.7,82,914,,,
3/11/2021 12:45:00,2.6,6,67,15.6,82,913,,,
3/11/2021 13:00:00,2.6,7,65,15.6,82,913,,,
3/11/2021 13:15:00,2.6,8,65,15.6,82,913,,,
3/11/2021 13:30:00,2.6,10,65,15.6,82,913,,,
3/11/2021 13:45:00,2.6,12,65,15.5,82,912,,,
3/11/2021 14:00:00,2.6,14,65,15.5,82,912,,,
3/11/2021 14:15:00,2.6,20,65,15.5,82,912,,,
3/11/2021 14:30:00,2.6,29,67,15.6,82,912,,,
3/11/2021 14:45:00,2.5,38,69,15.6,81,911,,,
3/11/2021 15:00:00,2.4,47,71,15.7,81,911,,,
3/11/2021 15:15:00,2.4,54,71,15.7,81,911,,,
3/11/2021 15:30:00,2.4,59,71,15.7,81,911,,,
3/11/2021 15:45:00,2.4,65,68,15.6,82,911,,,
3/11/2021 16:00:00,2.4,70,68,15.6,82,911,,,
3/11/2021 16:15:00,2.4,74,68,15.6,82,911,,,
3/11/2021 16:30:00,2.4,75,66,15.5,82,911,,,
3/11/2021 16:45:00,2.5,77,63,15.5,82,911,,,
3/11/2021 17:00:00,2.5,78,61,15.4,82,911,,,
3/11/2021 17:15:00,2.5,75,61,15.3,83,911,,,
3/11/2021 17:30:00,2.5,68,64,15.1,84,911,,,
3/11/2021 17:45:00,2.6,60,67,15,85,911,,,
3/11/2021 18:00:00,2.7,53,70,14.8,86,911,,,
3/11/2021 18:15:00,2.6,49,74,14.7,87,911,,,
3/11/2021 18:30:00,2.5,49,78,14.6,88,911,,,
3/11/2021 18:45:00,2.4,48,83,14.6,88,912,,,
3/11/2021 19:00:00,2.3,48,88,14.5,89,912,,,
3/11/2021 19:15:00,2.4,47,90,14.5,89,912,,,
3/11/2021 19:15:00,2.4,57,90,14.5,89,912,,,
3/11/2021 19:30:00,2.5,45,88,14.4,89,912,,,
3/11/2021 19:30:00,2.5,74,88,14.4,89,912,,,
3/11/2021 19:45:00,2.6,43,86,14.4,90,912,,,
3/11/2021 19:45:00,2.6,92,86,14.4,90,912,,,
3/11/2021 20:00:00,2.7,41,84,14.3,90,912,,,
3/11/2021 20:00:00,2.7,109,84,14.3,90,912,,,
3/11/2021 20:15:00,2.8,45,84,14.3,90,912,,,
3/11/2021 20:15:00,2.8,106,84,14.3,90,912,,,
3/11/2021 20:30:00,2.9,56,84,14.2,90,912,,,
3/11/2021 20:30:00,2.9,81,84,14.2,90,912,,,
3/11/2021 20:45:00,2.9,57,84,14.2,91,912,,,
3/11/2021 20:45:00,2.9,66,84,14.2,91,912,,,
3/11/2021 21:00:00,3,32,84,14.1,91,912,,,
3/11/2021 21:00:00,3,77,84,14.1,91,912,,,
3/11/2021 21:15:00,2.9,19,84,14.1,91,912,,,
3/11/2021 21:15:00,2.9,73,84,14.1,91,912,,,
3/11/2021 21:30:00,2.8,17,82,14,91,912,,,
3/11/2021 21:30:00,2.8,56,82,14,91,912,,,
3/11/2021 21:45:00,2.6,16,79,13.9,91,912,,,
3/11/2021 21:45:00,2.6,39,79,13.9,91,912,,,
3/11/2021 22:00:00,2.6,14,77,13.8,91,912,,,
3/11/2021 22:00:00,2.6,22,77,13.8,91,912,,,
3/11/2021 22:15:00,2.4,13,75,13.8,91,912,,,
3/11/2021 22:30:00,2.3,13,72,13.7,91,912,,,
3/11/2021 22:45:00,2.2,14,69,13.6,91,912,,,
3/11/2021 23:00:00,2.2,14,66,13.5,91,912,,,
3/11/2021 23:15:00,2.2,13,66,13.5,91,912,,,
3/11/2021 23:30:00,2.3,11,65,13.6,91,912,,,
3/11/2021 23:45:00,2.5,8,63,13.7,90,912,,,
4/11/2021 00:00:00,2.5,2,63,14.5,90,912,,,
4/11/2021 00:15:00,2.5,9,58,14.5,90,912,,,
4/11/2021 00:30:00,2.5,22,56,14.5,90,912,,,
4/11/2021 00:45:00,2.5,35,53,14.4,90,912,,,
4/11/2021 01:00:00,2.6,48,51,14.4,90,912,,,
4/11/2021 01:15:00,2.6,54,53,14.4,90,912,,,
4/11/2021 01:30:00,2.6,53,61,14.3,90,912,,,
4/11/2021 01:45:00,2.7,52,68,14.2,91,911,,,
4/11/2021 02:00:00,2.8,51,75,14.1,91,911,,,
4/11/2021 02:15:00,2.8,46,77,14.1,91,911,,,
4/11/2021 02:30:00,2.6,37,74,14.2,90,911,,,
4/11/2021 02:45:00,2.6,28,69,14.3,90,910,,,
4/11/2021 03:00:00,2.4,19,66,14.4,89,910,,,
4/11/2021 03:15:00,2.5,14,61,14.4,89,910,,,
4/11/2021 03:15:00,2.5,24,61,14.4,89,910,,,
4/11/2021 03:30:00,2.6,11,61,14.3,89,910,,,
4/11/2021 03:30:00,2.6,41,61,14.3,89,910,,,
4/11/2021 03:45:00,2.8,9,60,14.3,90,910,,,
4/11/2021 03:45:00,2.8,59,60,14.3,90,910,,,
4/11/2021 04:00:00,2.9,6,59,14.2,90,910,,,
4/11/2021 04:00:00,2.9,76,59,14.2,90,910,,,
4/11/2021 04:15:00,3,8,62,14.2,90,910,,,
4/11/2021 04:15:00,3,92,62,14.2,90,910,,,
4/11/2021 04:30:00,3,13,64,14.1,91,910,,,
4/11/2021 04:30:00,3,105,64,14.1,91,910,,,
4/11/2021 04:45:00,3,19,67,14.1,91,910,,,
4/11/2021 04:45:00,3,118,67,14.1,91,910,,,
4/11/2021 05:00:00,3.1,24,69,14,92,910,,,
4/11/2021 05:00:00,3.1,131,69,14,92,910,,,
4/11/2021 05:15:00,3.1,31,71,14,92,910,,,
4/11/2021 05:15:00,3.1,131,71,14,92,910,,,
4/11/2021 05:30:00,3,40,69,14,93,910,,,
4/11/2021 05:30:00,3,118,69,14,93,910,,,
4/11/2021 05:45:00,3,49,66,13.9,93,910,,,
4/11/2021 05:45:00,3,105,66,13.9,93,910,,,
4/11/2021 06:00:00,2.9,58,63,13.9,94,910,,,
4/11/2021 06:00:00,2.9,92,63,13.9,94,910,,,
4/11/2021 06:15:00,3,90,64,13.9,94,910,,,
4/11/2021 06:15:00,3,113,64,13.9,94,910,,,
4/11/2021 06:30:00,3.1,146,65,13.9,94,910,,,
4/11/2021 06:30:00,3.1,168,65,13.9,94,910,,,
4/11/2021 06:45:00,3.1,202,68,13.8,94,910,,,
4/11/2021 06:45:00,3.1,223,68,13.8,94,910,,,
4/11/2021 07:00:00,3.2,258,68,13.8,94,910,,,
4/11/2021 07:00:00,3.2,278,68,13.8,94,910,,,
4/11/2021 07:15:00,3.3,281,69,13.8,94,910,,,
4/11/2021 07:15:00,3.3,315,69,13.8,94,910,,,
4/11/2021 07:30:00,3.4,270,67,13.8,94,910,,,
4/11/2021 07:30:00,3.4,334,67,13.8,94,910,,,
4/11/2021 07:45:00,3.4,259,67,13.9,94,911,,,
4/11/2021 07:45:00,3.4,353,67,13.9,94,911,,,
4/11/2021 08:00:00,3.4,248,66,13.9,94,911,,,
4/11/2021 08:00:00,3.4,372,66,13.9,94,911,,,
4/11/2021 08:15:00,3.4,228,66,14,94,911,,,
4/11/2021 08:15:00,3.4,369,66,14,94,911,,,
4/11/2021 08:30:00,3.4,199,67,14.2,93,911,,,
4/11/2021 08:30:00,3.4,343,67,14.2,93,911,,,
4/11/2021 08:45:00,3.3,169,69,14.3,92,911,,,
4/11/2021 08:45:00,3.3,317,69,14.3,92,911,,,
4/11/2021 09:00:00,3.3,140,70,14.5,91,911,,,
4/11/2021 09:00:00,3.3,291,70,14.5,91,911,,,
4/11/2021 09:15:00,3.3,145,70,14.6,90,911,,,
4/11/2021 09:15:00,3.3,304,70,14.6,90,911,,,
4/11/2021 09:30:00,3.4,185,71,14.6,91,911,,,
4/11/2021 09:30:00,3.4,356,71,14.6,91,911,,,
4/11/2021 09:45:00,3.5,225,70,14.5,92,911,,,
4/11/2021 09:45:00,3.5,409,70,14.5,92,911,,,
4/11/2021 10:00:00,3.6,265,71,14.5,93,911,,,
4/11/2021 10:00:00,3.6,461,71,14.5,93,911,,,
4/11/2021 10:15:00,3.6,325,72,14.5,93,911,,,
4/11/2021 10:15:00,3.6,457,72,14.5,93,911,,,
4/11/2021 10:30:00,3.4,396,75,14.5,93,911,,,
4/11/2021 10:30:00,3.4,404,75,14.5,93,911,,,
4/11/2021 10:45:00,3.3,335,79,14.6,92,911,,,
4/11/2021 10:45:00,3.3,483,79,14.6,92,911,,,
4/11/2021 11:00:00,3.1,274,83,14.6,92,911,,,
4/11/2021 11:00:00,3.1,562,83,14.6,92,911,,,
4/11/2021 11:15:00,3.2,272,83,14.7,91,911,,,
4/11/2021 11:15:00,3.2,604,83,14.7,91,911,,,
4/11/2021 11:30:00,3.3,329,81,14.9,90,911,,,
4/11/2021 11:30:00,3.3,607,81,14.9,90,911,,,
4/11/2021 11:45:00,3.5,386,80,15.2,89,910,,,
4/11/2021 11:45:00,3.5,610,80,15.2,89,910,,,
4/11/2021 12:00:00,3.6,443,79,15.4,88,910,,,
4/11/2021 12:00:00,3.6,613,79,15.4,88,910,,,
4/11/2021 12:15:00,3.6,467,79,15.5,87,910,,,
4/11/2021 12:15:00,3.6,599,79,15.5,87,910,,,
4/11/2021 12:30:00,3.6,460,77,15.5,88,910,,,
4/11/2021 12:30:00,3.6,566,77,15.5,88,910,,,
4/11/2021 12:45:00,3.5,453,75,15.4,88,909,,,
4/11/2021 12:45:00,3.5,533,75,15.4,88,909,,,
4/11/2021 13:00:00,3.5,446,74,15.4,89,909,,,
4/11/2021 13:00:00,3.5,500,74,15.4,89,909,,,
4/11/2021 13:15:00,3.5,433,74,15.5,89,909,,,
4/11/2021 13:15:00,3.5,481,74,15.5,89,909,,,
4/11/2021 13:30:00,3.4,415,75,15.6,88,909,,,
4/11/2021 13:30:00,3.4,477,75,15.6,88,909,,,
4/11/2021 13:45:00,3.4,398,75,15.7,88,908,,,
4/11/2021 13:45:00,3.4,472,75,15.7,88,908,,,
4/11/2021 14:00:00,3.3,380,76,15.8,87,908,,,
4/11/2021 14:00:00,3.3,468,76,15.8,87,908,,,
4/11/2021 14:15:00,3.4,410,76,15.8,87,908,,,
4/11/2021 14:15:00,3.4,491,76,15.8,87,908,,,
4/11/2021 14:30:00,3.5,488,75,15.7,87,908,,,
4/11/2021 14:30:00,3.5,540,75,15.7,87,908,,,
4/11/2021 14:45:00,3.6,566,76,15.7,88,907,,,
4/11/2021 14:45:00,3.6,589,76,15.7,88,907,,,
4/11/2021 15:00:00,3.7,638,74,15.6,88,907,,,
4/11/2021 15:00:00,3.7,644,74,15.6,88,907,,,
4/11/2021 15:15:00,3.7,675,74,15.6,88,907,,,
4/11/2021 15:15:00,3.7,694,74,15.6,88,907,,,
4/11/2021 15:30:00,3.7,700,74,15.6,88,907,,,
4/11/2021 15:30:00,3.7,716,74,15.6,88,907,,,
4/11/2021 15:45:00,3.6,725,74,15.5,89,907,,,
4/11/2021 15:45:00,3.6,737,74,15.5,89,907,,,
4/11/2021 16:00:00,3.6,750,74,15.5,89,907,,,
4/11/2021 16:00:00,3.6,759,74,15.5,89,907,,,
4/11/2021 16:15:00,3.6,779,74,15.5,89,907,,,
4/11/2021 16:15:00,3.6,791,74,15.5,89,907,,,
4/11/2021 16:30:00,3.7,812,76,15.4,89,907,,,
4/11/2021 16:30:00,3.7,832,76,15.4,89,907,,,
4/11/2021 16:45:00,3.8,845,78,15.4,90,907,,,
4/11/2021 16:45:00,3.8,873,78,15.4,90,907,,,
4/11/2021 17:00:00,3.9,878,80,15.3,90,907,,,
4/11/2021 17:00:00,3.9,914,80,15.3,90,907,,,
4/11/2021 17:15:00,3.9,911,80,15.3,90,907,,,
4/11/2021 17:15:00,3.9,947,80,15.3,90,907,,,
4/11/2021 17:30:00,4,943,80,15.2,91,907,,,
4/11/2021 17:30:00,4,972,80,15.2,91,907,,,
4/11/2021 17:45:00,4,976,81,15.1,92,907,,,
4/11/2021 17:45:00,4,997,81,15.1,92,907,,,
4/11/2021 18:00:00,4.1,1008,82,15,93,907,,,
4/11/2021 18:00:00,4.1,1022,82,15,93,907,,,
4/11/2021 18:15:00,4.2,1059,80,15,93,907,,,
4/11/2021 18:15:00,4.2,1067,80,15,93,907,,,
4/11/2021 18:30:00,4.2,1108,78,14.9,94,907,,,
4/11/2021 18:30:00,4.2,1154,78,14.9,94,907,,,
4/11/2021 18:45:00,4.2,1157,76,14.9,95,907,,,
4/11/2021 18:45:00,4.2,1240,76,14.9,95,907,,,
4/11/2021 19:00:00,4.3,1206,74,14.8,96,907,,,
4/11/2021 19:00:00,4.3,1327,74,14.8,96,907,,,
4/11/2021 19:15:00,4.3,1254,71,14.8,96,907,,,
4/11/2021 19:15:00,4.3,1321,71,14.8,96,907,,,
4/11/2021 19:30:00,4.4,1223,69,14.8,96,907,,,
4/11/2021 19:30:00,4.4,1302,69,14.8,96,907,,,
4/11/2021 19:45:00,4.4,1126,65,14.7,97,908,,,
4/11/2021 19:45:00,4.4,1349,65,14.7,97,908,,,
4/11/2021 20:00:00,4.5,1028,62,14.7,97,908,,,
4/11/2021 20:00:00,4.5,1397,62,14.7,97,908,,,
4/11/2021 20:15:00,4.6,992,61,14.7,97,908,,,
4/11/2021 20:15:00,4.6,1386,61,14.7,97,908,,,
4/11/2021 20:30:00,4.4,1018,62,14.7,97,908,,,
4/11/2021 20:30:00,4.4,1315,62,14.7,97,908,,,
4/11/2021 20:45:00,4.3,1045,62,14.6,98,908,,,
4/11/2021 20:45:00,4.3,1245,62,14.6,98,908,,,
4/11/2021 21:00:00,4.2,1071,63,14.6,98,908,,,
4/11/2021 21:00:00,4.2,1174,63,14.6,98,908,,,
4/11/2021 21:15:00,4,1104,60,14.6,98,908,,,
4/11/2021 21:15:00,4,1129,60,14.6,98,908,,,
4/11/2021 21:30:00,4,1109,58,14.6,98,908,,,
4/11/2021 21:30:00,4,1143,58,14.6,98,908,,,
4/11/2021 21:45:00,4,1089,55,14.6,98,908,,,
4/11/2021 21:45:00,4,1183,55,14.6,98,908,,,
4/11/2021 22:00:00,4,1069,53,14.6,98,908,,,
4/11/2021 22:00:00,4,1222,53,14.6,98,908,,,
4/11/2021 22:15:00,4,1109,50,14.6,98,908,,,
4/11/2021 22:15:00,4,1279,50,14.6,98,908,,,
4/11/2021 22:30:00,4.2,1209,50,14.5,98,908,,,
